#####spaces######
monograms frequancy:
в, 0.03803042433947157602
 , 0.17041879117328950777
н, 0.05360077535712780977
а, 0.06616345708145464355
ч, 0.01479253578301237444
л, 0.03846761619822173378
е, 0.07123593611731490749
и, 0.05353229952382958928
ю, 0.00466513561726574280
я, 0.01774577556782267959
р, 0.03502626662733696050
з, 0.01332293905299678297
ы, 0.01366180663829309055
й, 0.00812755467531920198
о, 0.09499880606239377578
ж, 0.00938470074305058043
к, 0.02766774823367465844
м, 0.02634388212324245346
п, 0.02294642731729243032
д, 0.02683023611871953804
ш, 0.00719874144929979077
с, 0.04335398143075864380
т, 0.05343924262216791232
у, 0.02509551500849802746
ь, 0.01977722528900313290
ц, 0.00243879313977497791
б, 0.01454496930878035679
г, 0.01370745719382523639
х, 0.00736027418425968822
э, 0.00271269647296784816
ф, 0.00087087213630553562
щ, 0.00253711741322882852
monograms entrophy: 4.352755973064407
bigrams frequancy:
в , 0.00572213160375950516
 н, 0.01567221438943152551
на, 0.00974289913140886574
ач, 0.00081293247393085337
ча, 0.00255116821732511876
ал, 0.00718646353304315880
ле, 0.00373984053881796456
е , 0.01805833800081819984
 и, 0.01163564471866039909
ию, 0.00028970595723237753
юл, 0.00000526738104058868
ля, 0.00126065986238089144
я , 0.01109486026515996149
 в, 0.01635872971838825060
 ч, 0.00604870922827600334
чр, 0.00006496436616726042
ре, 0.00497943087703650155
ез, 0.00120271867093441585
зв, 0.00083575779177340434
вы, 0.00250376178795982040
ыч, 0.00012114976393353969
ай, 0.00071285223415966836
йн, 0.00026688063938982656
но, 0.00956205238234865418
о , 0.02331869586668609828
 ж, 0.00219649789392548046
жа, 0.00126943883078187245
ар, 0.00185762971364760864
рк, 0.00017909095538001519
ко, 0.00872980617793564333
ое, 0.00167151558354680868
вр, 0.00044597159476984181
ем, 0.00418054475254721770
мя, 0.00030199651299375112
 п, 0.01582145685224820714
по, 0.00884217697346820208
од, 0.00496362873391473485
д , 0.00087262945905752505
ве, 0.00505844159264533157
еч, 0.00128524097390363850
че, 0.00385045554067032711
ер, 0.00585030454241382974
р , 0.00069529429735770611
 о, 0.01125288169637762153
ди, 0.00232993821362039409
ин, 0.00311477798866810745
н , 0.00458262150531215350
 м, 0.00577831700152578454
мо, 0.00380480490498522495
ол, 0.00578534017624656935
ло, 0.00529020635843123303
до, 0.00368892252209227379
ой, 0.00293041965224750392
й , 0.00596091954426619230
ел, 0.00556059858518145270
ов, 0.00770266687502085042
ек, 0.00125012510029971400
к , 0.00481789785845844823
ыш, 0.00050391278621631733
ше, 0.00220000948128587287
л , 0.00733219440849944629
из, 0.00164342288466366900
з , 0.00129401994230461974
 с, 0.01497516429839362492
св, 0.00114653327316813648
во, 0.00615054526172738487
ей, 0.00192083828613467283
 к, 0.00811878997722735585
ка, 0.00670186447730900057
ам, 0.00328508997564714179
ор, 0.00500927936959983701
ки, 0.00191732669877428042
и , 0.01729281195625264472
от, 0.00678789836763861541
то, 0.01431849746200023442
ру, 0.00261613258349237916
ую, 0.00072865437728143441
ю , 0.00289179219128318657
ан, 0.00299362822473456767
ни, 0.00755342441220417053
им, 0.00251956393108158667
ма, 0.00290057115968416802
т , 0.00591351311490089394
жи, 0.00128875256126403091
ил, 0.00486530428782374659
ль, 0.00484599055734158748
ьц, 0.00005267381040588682
цо, 0.00017206778065923030
с , 0.00351509894775284748
  , 0.00438772840681037231
м , 0.00740944933042808011
пе, 0.00288125742920200935
еу, 0.00016328881225824914
ул, 0.00168205034562798591
лк, 0.00027214802043041528
ке, 0.00039680937172434740
а , 0.01679241075739671893
 у, 0.00442986745513508206
ли, 0.00513394072089376919
иц, 0.00094286120626537416
цу, 0.00021245103530374352
у , 0.00684232797172469858
ме, 0.00381533966706640217
ед, 0.00263369052029434119
дл, 0.00053200548509945691
ен, 0.00644025121895976278
нн, 0.00238261202402628063
ак, 0.00540257715396379179
